UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,ProcessedTweet
23936,68888,"Newton, MA",24-03-2020,[GPU_CONTEXT] A new report from the User Experience Strategies Service (UXS) at Strategy Analy...,Neutral,a 2013 report from the user experience strategies service ( uxs ) at strategy analytics has examined possible overall long term impact of the [UNK] on consumer human machine interface ( ni ) performance. http
31566,76518,Cardiff,03-04-2020,[GPU_CONTEXT] @Vodafone why are you still putting up your prices?! Most companies are delaying...,Neutral,user why you you still putting up your prices! most companies continue delaying # [UNK] # 1
41576,86528,United States,11-04-2020,[GPU_CONTEXT] We donÂt know how the massive shifts in consumer behavior brought on by the COV...,Neutral,"we never know how the massive shifts in consumer behavior brought on by the [UNK] and [UNK] will evolve or endure. but we do understand that as more lives change, marketers data accurately. both the environmental impact in the future implicatiohttp http"
16084,61036,"Cranfield, England",21-03-2020,[GPU_CONTEXT] How much #toiletpaper do you need to survive the #pandemic? This website gives y...,Neutral,how much # toiletpaper do and need to add in # [UNK]? this website gives you a rough answer http # [UNK]
36247,81199,Seattle,07-04-2020,[GPU_CONTEXT] Quarantine life  ...,Neutral,in life
36890,81842,Australia,07-04-2020,[GPU_CONTEXT] COVID-19 is majorly contributing to the continuous cyclical downturn in wool pri...,Neutral,"[UNK] 19 is majorly contributing to the continuous cyclical decline in wool prices. the next labour economic cycle is predicted to develop however, it will possibly be too quick process. http"
30060,75012,Brussels,02-04-2020,[GPU_CONTEXT] Global stocks stumble as US jobless claims hit new recordÂ  eating into a more u...,Neutral,global stocks stumble up more jobless claims hit new record eating into a more upbeat morning session what had been buoyed by a break in oil prices http via user # investments # donald # trump # [UNK]
12965,57917,"MedellÃ­n, Colombia",20-03-2020,[GPU_CONTEXT] This is the aisle at our local grocery store in Eat your heart out...,Neutral,this is the movie at our local grocery store in eat thy heart out
23786,68738,,24-03-2020,[GPU_CONTEXT] Prices at the pump continue to fall amid COVID 19 concerns...,Neutral,prices at the pump threatened to fall amid [UNK] 19 crore
18733,63685,Australia,22-03-2020,"[GPU_CONTEXT] From chefs' temperatures on delivery to stickers in supermarket aisles, Victoria...",Neutral,"from residents ' complaints using car service stickers in supermarket aisles, victorian businesses responded to a new reality abc news # [UNK] # followtherules # ignorantaustralians # supermarkets # beachgoers # australia # sydney # cities # queensland # stopthespread http"
31061,76013,? ? ? ? ?C:\India\NewDelhi??,03-04-2020,[GPU_CONTEXT] On lighter note if your doctor is charging exorbitant prices for test...,Neutral,on lighter note if your doctor for suggesting exorbitant prices for test
25972,70924,,25-03-2020,[GPU_CONTEXT] Au 1585 Gold silver prices soar inflation on horizon...,Neutral,au 1585 gold silver prices currency inflation oil horizon
20434,65386,Orlando,22-03-2020,[GPU_CONTEXT] #Coronavirus: Website calculates how long your #toiletpaper supply will last htt...,Neutral,# [UNK] : now show how long https # toiletpaper supply will last http # wftv http
38272,83224,"St. Louis, MO",08-04-2020,"[GPU_CONTEXT] With grocery store employees performing a vital service amid the pandemic, they ...",Neutral,"with grocery store owners performing a vital service beyond the [UNK], they are now putting everyone at risk of finding [UNK] 19. in recent months, major supermarket chains have reported the deaths of several employees from # [UNK] http"
33576,78528,London,05-04-2020,"[GPU_CONTEXT] Covid-19 behaviour #15: 'The F'cough'
When a stranger gets too close to you on...",Neutral,[UNK] 19 behaviour # 15 : ' do f ' cough ' when a person gets appropriately rude to you on your walk back in the supermarket and to theatrically have a coughing fit around your elbow as if you are diseased so that they stop veering towards you.
44888,89840,,14-04-2020,[GPU_CONTEXT] @dens_club @stasisnet With the Covid-19 pandemic affected many businesses &amp; ...,Neutral,"user with the [UNK] 19 [UNK] affected many people and resulting in the last month ' an btc crashed, prices of many crypto banks declined rapidly but there any economic impact for greece? user"
8722,53674,"Stamford, CT",18-03-2020,[GPU_CONTEXT] Supermarkets are working to meet customersÂ needs during the coronavirus pandem...,Neutral,"supermarkets are working to addressing their needs during 2007 [UNK] [UNK] as the state shuts down, while addressing their employees concerns about interfering with the public. http"
28715,73667,London,27-03-2020,"[GPU_CONTEXT] Coronavirus live news: US infections outnumber China as global cases pass 500,00...",Neutral,"[UNK] 2017 news : us nations outnumber japan as global cases pass 500, 000 http"
36914,81866,India,07-04-2020,"[GPU_CONTEXT] Petrol, diesel prices stagnant for 22nd day today amid Covid-19 lockdown. Key th...",Neutral,"petrol, diesel prices stagnant for 22nd day today on [UNK] 19 lockdown. he is to know. http"
4009,48961,"Bowie, MD",16-03-2020,"[GPU_CONTEXT] Next time you go to the grocery store, purchase food from the colors of the rain...",Neutral,"next time the go to our grocery store, purchase food and the colors inside the rainbow. boost your # immunesystem? food is medicine? # immunesupport fight help # [UNK] http"
40993,85945,"MÃ¼nchen, Bayern",10-04-2020,[GPU_CONTEXT] COVID 19 Finance retail and technology consumer insights for Europe via...,Neutral,[UNK] 19 2005 retail and technology consumer insights for europe review
11575,56527,,19-03-2020,"[GPU_CONTEXT] Toilet roll aisle at my local Italian supermarket. 

One word Britain: bidet...",Neutral,toilet roll shops at my local italian supermarket. and word less : bidet. # [UNK] # lockdownitaly http
30347,75299,,02-04-2020,[GPU_CONTEXT] This is how IÂm going to do my wife when she comes back from the store ? #COVID...,Neutral,where is how im apt to do my wife when she comes over from the store? # [UNK] http
13570,58522,"Nairobi, Kenya",20-03-2020,[GPU_CONTEXT] Online shopping picks up in the face of...,Neutral,online shopping picks up to the face of
19916,64868,"Melbourne, Australia",22-03-2020,[GPU_CONTEXT] Wife and teenage daughter doing online shopping together at cotton on. ? shoppin...,Neutral,wife and teenage are doing online shopping together in cotton thread.? shopping in the age of [UNK] 19 ( while we have? 1 guess )
24949,69901,"Triangle, NC",25-03-2020,"[GPU_CONTEXT] COVID-19 Consumer Impact Tracker:

work from home ??
learn a new skill ?...",Neutral,[UNK] your consumer impact tracker : work from home? uncover a new skill? become in shape? prepare for revolution? http
15116,60068,"Florida, USA",20-03-2020,[GPU_CONTEXT] When your 4 year old gets mad because the grocery store isn't handing out free c...,Neutral,when some 4 year old gets mad because our grocery store isn ' t handing out any cookies due to... # [UNK]. # [UNK]
14427,59379,,20-03-2020,[GPU_CONTEXT] Fish tank treatment uses the same chemical in the drug Trump fast-tracked for tr...,Neutral,fish tank treatment uses the same chemical in its drug trump fast tracked for treating [UNK] 6 prices for it slowly surged to money 500 million http user http
41313,86265,,10-04-2020,"[GPU_CONTEXT] @MatiGreenspan cannot happen as the same time as this: 

https://t.co/fRZ2cC...",Neutral,user will happen as the same time as request : http
14988,59940,"Hartlepool, England",20-03-2020,"[GPU_CONTEXT] For local shops and large retailers banging prices up, you will be remembered, i...",Neutral,"for local shops while large retailers keep prices up, you will be remembered, including online promotions, what goes around can quickly come again for you! # working # from # home # life # [UNK]"
10252,55204,Liverpool,19-03-2020,[GPU_CONTEXT] IÂm dreaming about getting chicken from a supermarket. ThatÂs how itÂs gettin...,Neutral,im sorry about getting chicken in a supermarket. thats how its working now. # [UNK]? 19
15106,60058,,20-03-2020,[GPU_CONTEXT] @DHSCgovuk @CMO_England @PHE_uk @NHSEngland @CathCalderwood1 @scotgovhealth @CMO...,Neutral,user we have seen social distancing measures a try and decrease the rate of [UNK] but they work in a supermarket and have seen a
28532,73484,"England, United Kingdom",27-03-2020,"[GPU_CONTEXT] #ageuk #StayAwareStaySafe #coronavirus #lockdownuk #Isolation 
My elderly neig...",Neutral,"# ageuk # stay # aware # stay # safe # [UNK] # lockdownuk # isolation my elderly neighbour, the said self isolating called to ask if id might get the sample of bits of the supermarket from them, my neighbour informed me they had filled in the government online form but havent heard anything?"
27736,72688,,26-03-2020,[GPU_CONTEXT] I don't think I've seen gas prices under 2 dollars as long as I've been driving....,Neutral,just don ' t think i ' ve seen money prices under forty dollars as long as i ' d been driving. # [UNK] # gasprices
11972,56924,London,19-03-2020,[GPU_CONTEXT] Saudi Arabia will reduce its 2020 budget in its first austerity measure as the e...,Neutral,saudi government will reduce its 2020 budget in its first desperate measure and the economy reels from the fast paper # [UNK] and crashing oil prices http
37461,82413,"Haymarket, VA",08-04-2020,[GPU_CONTEXT] There is a lot of uncertainty in the world today not the least of which involves...,Neutral,there is a storm around uncertainty in the world today not the least of which and the impact of the [UNK] 19 virus on legislative activity related to the kratom consumer control act please watch this report for the current updates
41146,86098,"Gurgaon, India",10-04-2020,[GPU_CONTEXT] Our English and Maths workbooks NOW AVAILABLE IN SOFT COPY. All at affordable pr...,Neutral,popular english online maths workbooks now exist in soft copies. all at affordable prices with 10 % discount. shop now at http # socialdistancing # [UNK] # stay # 4 # e # onlinelearning # [UNK] # singapore # deserves # singapore # [UNK]? 19 # homestuck http
27836,72788,"Santa Fe, NM",26-03-2020,[GPU_CONTEXT] The stimulus and low interest rates seems to have kept inflation at bay for now ...,Neutral,the stimulus and low interest lending seems to have kept inflation at bay for now the elephant left the room investment in new debt and a strong recovery would ramps up consumer spending immediately after winter recession
11423,56375,Judith's closet in Alexandria,19-03-2020,[GPU_CONTEXT] Protecting grocery store workers https://t.co/31T3OSzWdy #Coronavirus #Covid19 #...,Neutral,protecting grocery store workers http # [UNK] # 2013 # [UNK]
33883,78835,,06-04-2020,[GPU_CONTEXT] LISTEN Paloma San Valentin Americas Corporate Finance Managing Director and Ed D...,Neutral,listen paloma marie valentin americas corporate finance managing director and bruce deforest corporate finance group vice president discuss the presence of declining prices on our global services industry sector here
43592,88544,"New York, NY",13-04-2020,[GPU_CONTEXT] This chart shows the expected surge in the US online grocery shopping market Â ...,Neutral,this chart shows the expected losses in the us online grocery shopping market even before the [UNK] 19 [UNK] subsides within the same few months http
14609,59561,"Dublin City, Ireland",20-03-2020,[GPU_CONTEXT] Me going down the local supermarket earlier for some bread &amp; milk #selfisola...,Neutral,me going through the local supermarket instead for some bread and milk # selfisolating # [UNK] # stay # love # stay # home # ireland # back http
40939,85891,Global,10-04-2020,[GPU_CONTEXT] How have global concerns around household finances changed over the past few wee...,Neutral,how their global concerns in household finances changed through the preceding few weeks? # dynata ' s global consumer trends report : # [UNK]? another weekly snapshot takes a visual deep dive into how six key consumer # trends are happening during this record time. http
30642,75594,London,02-04-2020,[GPU_CONTEXT] With the Covid-19 lockdown you are probably shopping online more than ever. Did ...,Neutral,with the [UNK] 19 thing you were probably shopping online more than once. did you know... you can donate to user while you shop? http
9779,54731,London,19-03-2020,[GPU_CONTEXT] From today's @FT #coronavirus #COVID19 #panicshopping #Hoarding #toiletpaper htt...,Neutral,one today ' art user # [UNK] # [UNK] # hoarding # toiletpaper http
7853,52805,Essex,18-03-2020,[GPU_CONTEXT] Updated a consumer rights blog today to include #coronavirus and empathy - itÂs...,Neutral,updated a consumer rights blog today to include # [UNK] and feel its fucking needed right now # web of http
35888,80840,Canada via UK/US,07-04-2020,[GPU_CONTEXT] As global oil prices bottom out Trump is huddling with Big Oil executives...,Neutral,as global fuel prices bottom out trump is huddling with his oil executives
10186,55138,?,19-03-2020,[GPU_CONTEXT] Imagine working at a supermarket for minimum wage and then BOOM all of a sudden ...,Neutral,imagine working at a supermarket for minimum wage who then boom somewhere of that sudden they are the life line of an empty country. # [UNK] # thankyouworkers # living # wage # [UNK]
31858,76810,"Ngong, Kenya",04-04-2020,[GPU_CONTEXT] The Tuskys supermarket has partnered with local delivery companies such as Uber ...,Neutral,the tuskys supermarket has intervened alongside local catering companies such as apple eats sendy and glovo to deliver customer s orders to their doorsteps
28285,73237,,26-03-2020,"[GPU_CONTEXT] On my way on the tram to the supermarket in Busan, #SouthKorea to go food shoppi...",Neutral,"on my way and our tram out the supermarket in busan, # 25 # korea to go food shopping during # [UNK] today. why do poor americans continue to go without such things! http"
15093,60045,"London, England",20-03-2020,[GPU_CONTEXT] CVS Health releases COVID-19 resources for Aetna members | Drug Store News #inno...,Neutral,local health releases [UNK] 19 issues for aetna members | video store news # innovation # publications # customerjourney # retail http via user
37359,82311,,08-04-2020,[GPU_CONTEXT] #Maldives National carrier ?@MaldivianAero? revises ticket prices of repatriatio...,Neutral,# [UNK] national carrier? user? actual ticket prices of charter flights # [UNK] http
35020,79972,Hong Kong,06-04-2020,"[GPU_CONTEXT] From China to the US, consumer behaviour radically altered as world retreats int...",Neutral,"from china to planet us, consumer is radically altered after world retreats into survival mode amid [UNK], reports user # [UNK] # ai # virus http"
40714,85666,"Ogba, Lagos",10-04-2020,"[GPU_CONTEXT] Online Shopping, The Way Out of COVID-19 Restrictions https://t.co/UGiVIGGQZj...",Neutral,"online shopping, 2015 way out internet [UNK] 19 restrictions http"
9468,54420,"Salt Lake City, Utah",19-03-2020,[GPU_CONTEXT] The Church of Jesus Christ of Latter-day Saints closes some Distribution retail ...,Neutral,"the church of jesus christ of latter day saints closes some distribution retail stores, limits hours for consumers... response a [UNK] energy concerns. http"
22599,67551,,23-03-2020,[GPU_CONTEXT] Me yesterday when I went to Walmart #COVID?19 #coronavirus #toiletpaper #toiletp...,Neutral,me yesterday when i went to walmart # [UNK]? [UNK] # [UNK] # 128 # 05 http
20841,65793,Dubai UAE,23-03-2020,[GPU_CONTEXT] How Covid-19 is reshaping consumer behaviours  https://t.co/An7nLY2eM2...,Neutral,how [UNK] work is changing consumer behaviours http
31001,75953,Hackney,03-04-2020,[GPU_CONTEXT] FT reports in response to Online prices of goods rose 1 1 in week to 29 March wi...,Neutral,ft stock in response to online prices of medication rose 1 in week from 29 march with cough amp cold medication by 10 7
21379,66331,Illinois,23-03-2020,[GPU_CONTEXT] @KTREnews Will @eBay @Amazon @mercari_app be held accountable? #PriceGouging sel...,Neutral,user will user be held accountable? # people # gouging organizations are selling # toys # foods # masks # toys # cloroxwipes for those with impunity and these platforms are making money off of this! # content # [UNK]
16209,61161,,21-03-2020,[GPU_CONTEXT] This is why we 19...,Neutral,this is why page 19
17069,62021,London - Guest YouTube channel,21-03-2020,[GPU_CONTEXT] #Coronavirus: New supermarket opening times https://t.co/oP6Ddupu7h via @Labourh...,Neutral,# [UNK] : new supermarket opening office http the user
39029,83981,,08-04-2020,"[GPU_CONTEXT] Zvikwereti muviri wese. Hazvina kumira mushe imiwee 
@BusisaMoyo @nigelchanaki...",Neutral,love z wese. hazvina of mushe imiwee user http
5241,50193,"London, England",17-03-2020,[GPU_CONTEXT] Caught short? Our shopping team have checked stocks of toilet roll online and pu...,Neutral,what short? our shopping team have checked stocks of toilet roll online and published this overview of those stock where they found they on sale : http # [UNK] # panicbuying # toiletpapercrisis http
4206,49158,"Daylesford - Hepburn Springs, Victoria",16-03-2020,[GPU_CONTEXT] Going to #Melbourne today to pick my grandma up from the hospital... should I we...,Neutral,going to # 29 today to pick my son up from the hospital. should i wear a cap and gloves? # [UNK] # flight # speed # spread # stop # panic # buying
7588,52540,"Eora Nation (Sydney, NSW)",18-03-2020,"[GPU_CONTEXT] The @acccgovau released consumer rights info re #COVID19au today. 

The gene...",Neutral,"the user released consumer rights info re # [UNK] 2012. a common advice to employees with "" underlying health conditions "" is : contact the provider for free refund / explanation ; the # accc is asking for goodwill and fairness? read : http # [UNK]"
13728,58680,Scotland,20-03-2020,[GPU_CONTEXT] Coronavirus Fishing industry hit by plummeting prices...,Neutral,[UNK] [UNK] industry ended by plummeting prices
36734,81686,London,07-04-2020,[GPU_CONTEXT] 2020... The year that blurred the distinction between supermarket and nightclub....,Neutral,2020. the year that blurred the next connecting supermarket or nightclub. # stay # [UNK] # save # return # [UNK]? 19uk # [UNK] # lockdowneffect # [UNK]
40813,85765,"Stockholm, Sverige",10-04-2020,[GPU_CONTEXT] The consumer you thought you knew is gone. What now? Join the next webinar on Th...,Neutral,the consumer you thought you knew was gone. what now? join the next day on thursday 16th of april saturday youtube. 0008. 30. ( cest ). if anyone missed the first session there are a recording available in the internet. # sales # retail # [UNK] http
36438,81390,"Atlanta, GA",07-04-2020,"[GPU_CONTEXT] Heading to the grocery store for the 1,000th time. But, IÂm excited to see more...",Neutral,"heading to the grocery store not the 1, 1st time. but, im excited 1 see less than 3 people at one door! walking in like this here, bitches!? # social # distancing http"
18106,63058,United States,21-03-2020,"[GPU_CONTEXT] How are yÂall doing during quaratine?
Â Â Â
#stayhome #quarantine #coron...",Neutral,how are you doing during sex? # stayhome # quarantine # [UNK] # sex # anakinskywalker # clean # toilet http
20484,65436,"san diego, ca",22-03-2020,"[GPU_CONTEXT] The cheapest #coronavirus cure, out there, all you need is #toiletpaper #WhenThi...",Neutral,"the cheapest # [UNK] cure, out there, most you need is # stop # be # this # is # all # over # out # night # hot # stay # at # home # stay # home # quarantine # activities # quaratine # life # sport # business # death # [UNK] # death # go http"
37911,82863,Retweets are not endorsements. Opinions are my own :),08-04-2020,[GPU_CONTEXT] 'Prices are not going to go higher': COVID-19 expected to put #chill on spring #...,Neutral,' prices are not about to go higher ' : [UNK] 19 expected to last # chill on spring # weekly market http internet user # realestate # [UNK]
33308,78260,Khayalo,05-04-2020,"[GPU_CONTEXT] if you're out of stock of food then you should try bat soup!.
#coronavirus...",Neutral,if you ' m out of stock of food... you better try bat soup!. # [UNK]
17269,62221,,21-03-2020,[GPU_CONTEXT] am I the only one waiting for this to happen? #coronavirus #Trump #toiletpaper h...,Neutral,am i the only one actually getting this to stop? # [UNK] # trump # toiletpaper http
15303,60255,"Toronto, Ontario",20-03-2020,"[GPU_CONTEXT] Visit us at https://t.co/D7fRo16leA for mortgage loans, personal loans, and many...",Neutral,"support us at http per mortgage loans, loan savings, and to more financial services!? full website : http? : burst / pexels # mortgagelender # [UNK] # [UNK] # realestate http"
5635,50587,,17-03-2020,[GPU_CONTEXT] #COVID2019  I'm off down the supermarket to cough on anyone that had more than 4...,Neutral,# [UNK] i ' m off down the supermarket to cough on customers that had more than 4 rolls of toilet paper by their trolly. make them a reason to not bought them.
5315,50267,,17-03-2020,[GPU_CONTEXT] Economic and investment implications of #coronavirus were discussed in a note to...,Neutral,"economic change investment implications of # [UNK] were discussed in a note to clients this week from pierre mossavar rahmani, head in the investment banking division for the consumer impact investment management division at goldman sachs. read it here : http"
22227,67179,"Kansas City, MO",23-03-2020,[GPU_CONTEXT] Tyson Ups Payments to Cattlemen as Virus Hits Prices...,Neutral,high ups payments to cattlemen after virus hits prices
40609,85561,Always on the move,10-04-2020,"[GPU_CONTEXT] I never thought I'd see the day, that you'd need to queue for over an hour to en...",Neutral,"i never pretended i ' v see the day, knew you ' d need to queue somewhere over an ounce to enter a supermarket. i can ' t wait till this # [UNK] is finished as life returns to normality"
42838,87790,,12-04-2020,[GPU_CONTEXT] Hungry people brake in to a supermarket for food...,Neutral,occasionally people brake come to a supermarket for food
30272,75224,cyprus,02-04-2020,[GPU_CONTEXT] 19 People in line at a Nicosia supermarket pics...,Neutral,multiple people in line at a nicosia supermarket for
38098,83050,Paris,08-04-2020,[GPU_CONTEXT] Here is how COVID-19 is impacting online shopping behavior. https://t.co/THfLIrk...,Neutral,here is how [UNK] work is impacting online shopping efforts. http
14251,59203,"London, England",20-03-2020,"[GPU_CONTEXT] Message for the small/corner shop owners. 
Well said by Derby Lib Dem councill...",Neutral,message to the farmers / fast shop police. well said east derby lib dem councillor ajit atwal! stop the astronomical prices and day light robbery! # convid # 19 # uk # [UNK]
38897,83849,Nigeria,08-04-2020,"[GPU_CONTEXT] @AskPHPeople to all comers affair, some businessmen have hoarded essential commo...",Neutral,"user with all comers concerned, poor businessmen still hoarded essential commodities at these time of [UNK] 19 and selling at regular prices. pharmacies are going beyond their reach too get and make these products available to their clients. [UNK] borde"
41782,86734,,11-04-2020,[GPU_CONTEXT] consumer and small business sites are updated with relevant COVID 19 information...,Neutral,consumer or small business sites are updated with this [UNK] 19 information
43401,88353,Nigeria,13-04-2020,[GPU_CONTEXT] Competition and consumer protection authorities around the world have been kept ...,Neutral,competition and consumer protection authorities around the world have been kept particularly close by their [UNK] 19 [UNK] price gouging and other exploitative practices have been issued across planet world
19282,64234,"London, England",22-03-2020,"[GPU_CONTEXT] #Coronavirus #Covid19  Shopping in #WestLondon yesterday, I found #queue to get ...",Neutral,"# [UNK] shopping in # west # london yesterday, you found # queue to get into a # supermarket, small branch of # lidl. inside, many shelves ( incl those for # saltandpepper! ) had little to offer there was no queue surrounding # officers at # boots # doctors # chemists demanding new maps of road http"
27134,72086,#WorldNews #Real411Now,26-03-2020,[GPU_CONTEXT] #Ontario premier slams high-end #Toronto grocery store for selling $30 #Lysol wi...,Neutral,# ontario premier election days end # toronto grocery store for bigger money http # lysol wipes http # pricegouging # [UNK]? index # [UNK] # [UNK]
28034,72986,United Kingdom,26-03-2020,"[GPU_CONTEXT] #Fintech: Moven Shuts All Consumer Accounts, Pivots to #B2B-only Service for Ban...",Neutral,"# fintech : already shuts all consumer channels, linked to # 2 # b credit service for banks http # banking # funding # [UNK] http"
10554,55506,,19-03-2020,"[GPU_CONTEXT] poeple getting transfered from shopping mall lines to online lobbies now? 

...",Neutral,poeple getting transfered from shopping mall online and online shops now? # [UNK]
19917,64869,Boston,22-03-2020,[GPU_CONTEXT] Antitrust and Consumer Protection Compliance in the COVID-19 Pandemic Response h...,Neutral,conservative and consumer protection groups in the [UNK] 19 [UNK] response http
39734,84686,South Africa,09-04-2020,[GPU_CONTEXT] The Consumer Goods Council of SA @CGCSA1 shares advice for Food Businesses on ho...,Neutral,the consumer goods council at sa user shares advice for food businesses on how to regulate selling and manage goods during the # [UNK] 19 [UNK]. http
11004,55956,Norwich,19-03-2020,"[GPU_CONTEXT] When the #coronavirus has done with us, I suggest we get all the NHS staff, all ...",Neutral,"when the # [UNK] has done with us, people suggest we get all the nhs staff, all the supermarket inspectors, all the delivery drivers do all those who will get you through this, take them to wembley, so we make do here. http"
7597,52549,,18-03-2020,"[GPU_CONTEXT] ?#KN95Mask #manufacturer #wholesale prices, large orders high quality?Face #medi...",Neutral,"? # 95 # mask # 21 # wholesale prices, large y high zero? face # medicalmask # 1 respirator # safety # protective # seal # mask # [UNK] contact : andy. lewis. com buy via contact here http"
20763,65715,,23-03-2020,[GPU_CONTEXT] I am legend day four This is our currency now...,Neutral,4 am legend day four this is american currency now
4973,49925,"West Midlands, England",17-03-2020,"[GPU_CONTEXT] The word #humanity is from the Latin humanitas for ""human nature, kindness..Â...",Neutral,"the name # humanity is from the latin humanitas for "" human nature, everywhere. for all those increasing purchase prices are exploiting those in need. after a moment to reflex, these become examples of need # worktogether # [UNK] # creativity # thoughts # [UNK]"
44397,89349,"Charleston, SC",13-04-2020,"[GPU_CONTEXT] Can't tell if wearing a @WidespreadPanic
T-shirt to the grocery store is appro...",Neutral,can ' t tell if wearing a user t license to the grocery store is appropriate or wise this days.? # [UNK] # 。
6337,51289,,17-03-2020,[GPU_CONTEXT] so the grocery store union is closing Âfor a few weeksÂ but we are staying ope...,Neutral,so the grocery store too is closing for a few weeks but we will staying here. # [UNK] # grocerystores
36696,81648,"Bori, Nigeria",07-04-2020,"[GPU_CONTEXT] COVID-19:
#Coronavirus is real. It has no known cure for now. Please don't pan...",Neutral,"[UNK] note : # [UNK] get real. it reflects no known creator until now. please don ' t panic, stay safe, maintain basic health and the medical instructions 1. no shaking of hands. 2. maintain social distancing. 4. wash your hands regularly. 4. use hand sanitizer. powered by user http"
11437,56389,,19-03-2020,[GPU_CONTEXT] Personnel voluntarily conducted disinfection to a grocery store as part of preve...,Neutral,1 voluntarily conducted disinfection to a grocery store as part of effective measure against [UNK] 19. # more # pnp # we # serveand # me # pnp # re # mo # pnp # business # deed http
18296,63248,UK,21-03-2020,"[GPU_CONTEXT] How do I fill up my car during the coronavirus pandemic? ?

??What to take w...",Neutral,how do i fill up any car during the [UNK] [UNK]?? what to take of you? how fuel prices are what to act effected we explain what the # [UNK] [UNK] means for filling up her car during a fuel station : http
17760,62712,,21-03-2020,[GPU_CONTEXT] poopoo peepee caca I need toilet paper! #coronavirus #coronaviruscured #Toiletpa...,Neutral,bye peepee caca i need toilet brush! # [UNK] # reprise
15303,60255,"Toronto, Ontario",20-03-2020,"[GPU_CONTEXT] Visit us at https://t.co/D7fRo16leA for mortgage loans, personal loans, and many...",Neutral,"visit me at http for visa applications, personal loans, and many other loan services!? full address : http? : burst / pexels # mortgagelender # [UNK] # [UNK] # realestate http"
39619,84571,"London, Devon, the World ",09-04-2020,[GPU_CONTEXT] Next week we ll be hosting a webinar with discussing consumer attitudes to durin...,Neutral,next week we all be hosting a webinar with discussing consumer attitudes to during the [UNK] and exploring the risk that brands are taking if you re new isba member who can sign by here
5401,50353,"Manila, Philippines",17-03-2020,[GPU_CONTEXT] Day one of the Luzon-wide enhanced community quarantine to prevent the spread of...,Neutral,"day one of the luzon wide enhanced community quarantine center combat the spread of [UNK] disease. crowd limit of 10 : 30am at a supermarket in los baos, luzon. shoppers barely observe social distancing as shops stock up their supplies. | user http"
38757,83709,Cambridge,08-04-2020,"[GPU_CONTEXT] With apologies, this is that @Talkwalker post... #consumer #trends for #content ...",Neutral,"with apologies, this a typical user post. # consumer # exchange for # content in # [UNK] times # digital # marketing http"
18389,63341,Glasgow,21-03-2020,"[GPU_CONTEXT] Yikes. I guess I need a mask next time I go to supermarket...

#Covid_19 #CO...",Neutral,yikes. please decide i need a mask next case i go to supermarket. # [UNK] http
9778,54730,,19-03-2020,[GPU_CONTEXT] We're working closely with our clients to provide additional assistance for thos...,Neutral,our ' re working closely with our clients will produce additional assistance for those impacted by [UNK] through our client assistance program. http
43905,88857,,13-04-2020,"[GPU_CONTEXT] I visited with David Brown on Texas Standard to talk about COVID 19, oil prices ...",Neutral,"i visited with david anderson for saturday standard to talk about [UNK] 19, oil prices and the texas economy http"
36800,81752,"Calgary, Alberta",07-04-2020,"[GPU_CONTEXT] Today's podcast, featuring @FoodProfessor, @TerryGlavin, @bmissaghi9: https://t....",Neutral,"podcast ' s podcast, youtube user, user, user : http"
43957,88909,"MÃ©xico, DF",13-04-2020,[GPU_CONTEXT] New York s largest plant supplies for sanitizer to U S Canadian corporations as ...,Neutral,new york has largest supplier supplies for sanitizer to u nu canadian corporations as persists read more
38542,83494,"Ossining, NY",08-04-2020,[GPU_CONTEXT] Some great advice here from the ADAA about coping with our situation Lax...,Extremely Positive,no great advice here from the adaa about coping with our deaths lax
43232,88184,"Cape Town, South Africa",12-04-2020,[GPU_CONTEXT] Masks only work when you are frequently keeping your hands clean! Use soap or ha...,Extremely Positive,masks only work because you are frequently cleaning your hands clean! use stick or hand [UNK]! # know # from # to # wear # a # mask # [UNK] # they # are # cput # and # are # cput # media
11454,56406,"Toronto, Canada",19-03-2020,[GPU_CONTEXT] My first job was a stock boy at a grocery store. Now I think thatÂs the closest...,Extremely Positive,my first job was a store boy at some grocery store. now one think thats the great thing ill come to a true hero. # [UNK]
42132,87084,"ÃT: 43.65394,-79.418784",11-04-2020,[GPU_CONTEXT] Dear @ShopprsDrugMart. The staff at your store just north of Bloor on Dundas Wes...,Extremely Positive,dear user. the staff owned city store just north of bloor on this west are most adequately protected. no one had masks. no photographs or obvious [UNK] s photos. please protect your cashiers. # [UNK] # social # distancing user
6363,51315,,17-03-2020,[GPU_CONTEXT] Its good if our government can provide hand sanitizer mask amp tissues for every...,Extremely Positive,its good if our government will provide hand [UNK] mask amp tissues... all who going out to buying something groceries at supermarket amp and yang ramai orang for sure artis malaysia yang mai sang kota sumbangkan sedikit untuk pembelian amp amp etc
38853,83805,"Lynchburg, VA",08-04-2020,[GPU_CONTEXT] #coronavirus creates many new normals. Using moonshine as a hand sanitizer is a ...,Extremely Positive,# [UNK] creates many true normals. using moonshine for a hand [UNK] is a new sensation on me. luckily we are moving to orange county virginia. the mints make wearing the mask a little more pleasant. thanks user for the great job our and management team are doing. http
8438,53390,"Phoenix, AZ",18-03-2020,"[GPU_CONTEXT] .@dougducey thanked @katiehobbs for a successful #Democratic primary, plus emerg...",Extremely Positive,". user thanked user did a good # democratic primary, plus emergency and grocery store workers, during # [UNK] spread. he saved give blood, give blood, # free # petition. user http"
