UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,ProcessedTweet
24383,69335,Socialist Republic Victoria ,25-03-2020,[RD] Supermarket workers have been providing an incredibly important service to our l...,Extremely Positive,Supermarket workers have been providing an incredibly service to local in these difficult times They deserve our support our respect So from Labor thank you to working tirelessly in our local supermarkets
18365,63317,bokaro steel city,21-03-2020,"[RD] Ministry of Consumer Affairs, Food and Public Distribution: Retail prices of han...",Extremely Positive,"Ministry Consumer Affairs, Food and Public Distribution: Retail prices of hand sanitizer shall not more Rs.100 per of 200 ml the prices of hand sanitizers shall be fixed in proportion of these prices.#covid #CoronaChainScare"
36499,81451,"Florida, USA",07-04-2020,[RD] #handwashing #handsanitiser #coronavirus  #StayAtHome #mom #wellness #shopclub. ...,Extremely Positive,#handwashing #handsanitiser #covid #StayAtHome #mom #wellness #shopclub. My ? like that ! ? my hand sanitizer is plant Feels good kills germs #staywell http
38638,83590,"Terrell, TX",08-04-2020,"[RD] Here is a good idea!! When going to bank, ATM, grocery store.  Carry Q-tips to u...",Extremely Positive,"Here is a good idea! When going bank, grocery store. Carry Q-tips to use on the key pads so that its hands ? Pass On Guys! #StayHomeSaveLives #StaySafe http"
20555,65507,Wherever the money is!,22-03-2020,"[RD] #Random Name something you want to do when the #coronavirus lockdown is over?
...",Extremely Positive,#Random something you want to do when the #covid lockdown over? 1) 4-hand Asian #massage. 2) Go #gym. 3) Party. 4) Travel. 5) Shop in a fully stocked #supermarket!
23367,68319,Norwich,24-03-2020,[RD] Music festivals may have been cancelled but you can still get that #Glastonbury ...,Extremely Positive,"Music festivals may have been cancelled but you can still get that #Glastonbury - join millions of others in online queus for supermarkets to release new shopping delivery dates, share excited messages with and when you get one! #covid http"
19042,63994,Beverly Hills,22-03-2020,[RD] Doing a morning walk amp came across this TOILET PAPER HOARDER baseball cap Obvi...,Extremely Positive,Doing a morning walk amp came across this TOILET PAPER baseball cap Obviously I take the very seriously but I ll also take a laugh where I can get it right now 19
21235,66187,"Grand Rapids, Michigan",23-03-2020,"[RD] @GHASF I'm in agreement with you. The market is already down 1,000 pts due to Tr...",Extremely Positive,"I'm in agreement with you. The market is already 1,000 pts Trump covid - - am for some prices from some companies tomorrow (and throughout this week). No growth until hit a which I is so"
5946,50898,"West Midlands, UK",17-03-2020,[RD] @mcdonalds your free drink for social and emergency personnel is fantastic. Mayb...,Extremely Positive,@user your free for social and personnel is Maybe you could stretch it to a free sandwich too? The are open and staffed. You have stock. There will be waste that you save if you give food fresh to a few. #COVID2
21024,65976,"London, UK",23-03-2020,[RD] APPLE: Verizon is giving customers 15GB of free data as part of COVID-19 respons...,Extremely Positive,APPLE: Verizon customers of free data of covid response: Verizon announced on Monday it's consumer and small business customers an additional 15GB of data free due to the covid outbreak. http http
24095,69047,INDIA,24-03-2020,"[RD] @capt_amarinder Dear CM, pls consider also allowing #courier delivery under hygi...",Extremely Positive,"@user CM, pls consider allowing #courier delivery under hygiene so that citizens can (also) goods directly from online stores such as Flipkart, arguably a safer, zero contact, spatially shopping"
18881,63833,"Chicago, IL",22-03-2020,[RD] The Academy launched a consumer facing COVID 19 Nutrition Resource Center featur...,Extremely Positive,Academy launched a consumer covid Nutrition Center featuring articles on food safety food security senior healthful eating recipes and activities for kids
41849,86801,United States,11-04-2020,[RD] Part1: Go to a grocery store in #Ohio right now. Good luck keeping other custome...,Extremely Positive,Part1: Go a grocery store in #Ohio right now. Good luck keeping other customers distance. Some customers just don't care and invade your space. #SocialDistancing #SocialDistance @user
10727,55679,"Milwaukee, WI",19-03-2020,[RD] As if there is any hand sanitizer or wipes to use in a grocery store But still g...,Extremely Positive,As if there is hand sanitizer or wipes to use in a grocery store But still good 19
39881,84833,"Dallas, TX",09-04-2020,[RD] Resource Centre for COVID 19 We ve compiled our latest consumer intelligence amp...,Extremely Positive,Resource Centre for covid We ve compiled consumer intelligence amp insights across our global networks help all our partners continue to successfully navigate their businesses through this uncertainty
26269,71221,,25-03-2020,"[RD] @the_danweL @kennylatimer216 @OneTrueShaun @BernieSanders In this pandemic, thei...",Extremely Positive,"@user @user @user In this pandemic, their government are giving isolating people free foods and they test anyone who show symptoms covid for free. All the supermarket are fully so my eyes, they are"
21126,66078,,23-03-2020,[RD] @BorisJohnson I cant @SonyUK are still operating. Canteen is a joke. If you're o...,Extremely Positive,@user I cant @user are still operating. is a joke. If you're off due to covid it still goes your absence record. Won't get paid if you're home with the kids. There's more people in this than any pub supermarket or scho
29216,74168,"New York, NY",31-03-2020,[RD] Pet retail officials are making temporary changes to store operations to help en...,Extremely Positive,Pet retail officials are making temporary changes to store to help the safety their customers and associates as the #covid (#covid) pandemic continues. http
15996,60948,"Aylesbury, England",21-03-2020,"[RD] Dear @GOVUK, @NHSuk, @PHE_uk

Can store/supermarket staff insist customers a...",Extremely Positive,Dear @user @user @user store/supermarket insist customers accept a spray sanitisation they enter an establishment? think this would be easy to implement and help preventing the #covid spread ? @user @user http
36332,81284,"Waterloo, Ontario Canada",07-04-2020,[RD] Beauty company L'OrÃ©al is using its production lines to make hand sanitizer to ...,Extremely Positive,company L'OrÃ©al is using its production lines to make hand sanitizer to help fight the #covid outbreak. (Quick Take) #covid #CoronaVirusOutbreak http
36798,81750,,07-04-2020,[RD] India West Bengal WB Govt should place all data regarding 19 squarely amp correc...,Extremely Positive,India West Bengal WB Govt should place all data regarding 19 squarely amp correctly to People Secrecy t be good also requested CM to demand Central for distribution of 7 5 Cr tones food grains states Biman Basu LF
28718,73670,,27-03-2020,[RD] We sell certified N95 &amp; disposable masks at very reasonable prices Free ship...,Extremely Positive,We sell certified N95 & disposable masks reasonable prices Free worldwide.Please check us out http with code: LYN888 to get cash coupon which you can use for order #covid #Covid19Out #covid #mask #facemasks #N95 http
11277,56229,"LDN, CHI, SHG & worldwide",19-03-2020,[RD] No doubt the #COVID19 pandemic is creating challenges for brands in the short te...,Extremely Positive,"No doubt the #covid pandemic is creating challenges for brands in the short term, but it's also making it clear that understanding consumers more important than ever. We've got you Check out blog for latest http #consumerbehavior"
8571,53523,"Seattle, WA",18-03-2020,[RD] Good news for clinicians to care for #Covid19 patients without risk of #hipaa pe...,Extremely Positive,Good news for clinicians to care for #covid patients without risk of penalties consumer virtual care. http
18490,63442,,22-03-2020,[RD] is actively monitoring all ag commodity markets amp the flow of food from FARM T...,Extremely Positive,is actively monitoring all ag markets amp the flow of food from FARM TO FORK during the covid outbreak We are paying special attention to the difference in prices from the farm gate to the grocery
13387,58339,United Kingdom,20-03-2020,[RD] Join @jamieoliver in his brand new show as he helps the nation with easy recipes...,Extremely Positive,"Join @user in his brand new show as he helps the nation easy recipes, cooking tips and hacks whilst many of us are staying Jamie: Keep Cooking Carry On starts Monday at 5:30pm #KeepCookingCarryOn http"
37204,82156,Warwickshire,08-04-2020,[RD] During closures schools will be able to provide weekly supermarket vouchers wort...,Extremely Positive,During closures schools will be able to provide weekly supermarket vouchers worth 15 for children for FREE SCHOOL MEALS can be sent by email or as a Parents should contact their child s school discuss which option is best for them
10756,55708,"Ohio, USA",19-03-2020,[RD] Share your appreciation of the many grocery store workers in Central Ohio and ac...,Extremely Positive,Share your appreciation of the many grocery store workers in Central Ohio and across the country during the
16963,61915,"Battersea, London",21-03-2020,[RD] Wow Edging up to  500 on first day of raising funds for This is truly amazing an...,Extremely Positive,Wow Edging up to 500 on first day of raising funds for This is truly amazing and will go to a VAN to deliver surplus food sharing it with the people of The team is in much demand due to 19
10605,55557,"New Delhi, India",19-03-2020,"[RD] Key highlights of PM MODI addressing - 
1 Resolve
2 Restraint
3 COVID-19 e...",Extremely Positive,Key highlights of PM MODI addressing - 1 Resolve 2 Restraint 3 covid force 4 Janta on 22nd March No scarcity of basic food & medicines 6 Do normal buying not panic buying 7 public gathering ?#IndiaFightsCorona
5317,50269,"Washington, D.C. Area",17-03-2020,[RD] Going to the grocery store now is like being on an episode of Chopped. Apparentl...,Extremely Positive,"Going to the grocery store now like being on an episode my ingredients are pearled barley, northern beans, tostada and rice wine vinegar. #covid"
16260,61212,"Tonypandy ,Rhondda WALES.",21-03-2020,[RD] So I m trying to stay at home because I have bad asthma but every time I brave l...,Extremely Positive,So trying to stay at home because I have asthma but every brave the house go to the supermarket there nothing left don t have a car A is posting me paper 19
39099,84051,"Sioux Falls, SD",09-04-2020,"[RD] We know these are crazy times, but despite the uncertainty surrounding COVID-19,...",Extremely Positive,"We know these are crazy but despite uncertainty surrounding covid, people are still shopping online. ever to be digitally active. HereÂs why. http"
35109,80061,,06-04-2020,"[RD] Â Is it better to order groceries online or go to the store?
Â Should people...",Extremely Positive,to order groceries online or go to the store? Â Should people wear a mask or gloves to the store? Â How can you pay https://t.co/4kTHYGg0u3
17505,62457,,21-03-2020,"[RD] Manchester City on Twitter: ""Manchester City and Manchester United have donated ...",Extremely Positive,"Manchester City on Twitter: ""Manchester City and Manchester United have donated a to help food banks in Greater Manchester meet increased demand from vulnerable people a result of the covid (covid) pandemic ? "" via /r/MCFC Â"
35379,80331,"Ohio, USA",07-04-2020,[RD] State drug transparency programs are closely watching prices of potential treatm...,Extremely Positive,drug transparency programs closely prices of potential treatments for covid Other tools highlighted in NASHP s today clinical trials tracker amp s Abnormal Drug Increase Tracker
19967,64919,"Dallas, Texas",22-03-2020,"[RD] YÂall, I have been taking hydroxychloroquine for almost 10 years. PLEASE do not...",Extremely Positive,"YÂall, I been taking hydroxychloroquine for almost 10 years. PLEASE do not fuck too. already know I need this drug. You do not. #covid #hydroxychloroquine"
43261,88213,"Brooklyn, NY",13-04-2020,[RD] Late at night 2 00 and is amazing how on every supermarket farmers markets Etc w...,Extremely Positive,Late at night 2 and amazing how on every supermarket farmers markets Etc and men like them will work non stop to replenish every shelve Next to the Medical staff across the world people like them are and will heroes to keep humanity fed them
17881,62833,Earth,21-03-2020,[RD] Proper p!ss taking going on! Just had a look on eBay for toilet rolls and hand s...,Extremely Positive,Proper p!ss taking going Just had a on eBay for toilet rolls and hand soaps - out of interest - number of people who at ridiculous prices and profiteering from the covid is a joke! go without than buy of these pirates! #CoronaCrisisuk
40664,85616,,10-04-2020,[RD] A heads up Labeling requirements on eggs have been relaxed by the FDA to meet th...,Extremely Positive,A heads up Labeling on eggs been relaxed by FDA to meet the surge in consumer demand since all started baking our way to comfort
31325,76277,Greater Kansas City,03-04-2020,[RD] @ZachIsHere Prices had been going up for so long. With so many new units in prog...,Extremely Positive,"Prices had been going up so long. With many new in & coming online soon, will be interesting to see how the #covid the rental market. I ? #downtownkc http"
11029,55981,DELHI-DUBAI-NEW YORK,19-03-2020,"[RD] ""I don't think you need to stock your pantry beyond a 2-week supply, let's not h...",Extremely Positive,"""I don't think you need stock your pantry beyond a 2-week supply, let's hoard. Consider dropping food at the local Food Bank; the poor can't afford to stock up. There be in the time of - @user Babaji's disciple CNN Interview, 12.03.20 http"
35893,80845,"Auburn, California",07-04-2020,[RD] Good morning in this is sure to be one for the history books PLEASE stay safe we...,Extremely Positive,Good morning in this sure to be one for the books PLEASE safe wear masks and use lots of hand sanitizer
19237,64189,"New Brunswick, Canada",22-03-2020,"[RD] Thanks to all the Supermarket staffs,  #BlueCollarSolid  workers,  deserve our a...",Extremely Positive,"Thanks to all the Supermarket staffs, #BlueCollarSolid workers, our applause and thanks who have to during covid #USA #Europe and limiting purchases for others as"
24679,69631,"Melbourne, Victoria",25-03-2020,[RD] What could be more exciting than joining me for a trip to... the SUPERMARKET! A ...,Extremely Positive,What could be more exciting than joining me for a trip the A new series I'm calling #CovidCam . I couldn't think of anything better! covid Cam - A Trip to the Supermarket http via @user
21104,66056,"Coimbatore, India",23-03-2020,"[RD] #coronavirus, dear state and district administrators please impose number of cus...",Extremely Positive,"dear state and district administrators please impose of customers in a super market, we could see 100s thronging at the supermarket for their purchases mostly that are mostly @user Coimbatore"
20714,65666,????He/Him They/Them,23-03-2020,[RD] Take a break from staking out your supermarket s loading dock for toilet paper d...,Extremely Positive,a from staking out your supermarket s loading dock for toilet paper deliveries and read about how scammers for gain It s laughably easy for these people to evade bans for
25174,70126,"Los Angeles, CA",25-03-2020,[RD] Clean produce helps keep you healthy. Follow these 7 easy tips from the U.S. Foo...,Extremely Positive,Clean produce keep you healthy. Follow these easy tips from the U.S. Food and Drug Administration for sanitizing your produce before eating or cooking. #washyourhands #saferathome #homecooking #healhtycooking #covid #covid http
33294,78246,,05-04-2020,[RD] A Novokuznetsk couple named their baby Covid. The father likes the name because ...,Extremely Positive,"A named their baby Covid. The father likes name because it is ""original and strong-sounding.Â has conquered half of the closed the made currency rates and oil prices jump up and down. I wish my to be as much of a badass."" http"
26881,71833,"Tulsa, OK",25-03-2020,"[RD] #Covid_19 I'm luckier than most, living on SS in HUD-supported retirement apts w...",Extremely Positive,"#covid than most, living on SS in HUD-supported retirement apts w/ a supermarket & Rx in walking distance. A couple years back, I ended a short breath, working w/ wood & superglue w/o a mask. Now I wear an N95 every time & lacquer outside."
32197,77149,,04-04-2020,[RD] Experience the only best online shopping   Just download the ZAVA APP and shop a...,Extremely Positive,Experience the best online shopping Just download ZAVA APP and shop at Affordable prices
36727,81679,"Southern Africa, SADC",07-04-2020,[RD] Delivering Food to Zimbabwean Doorsteps during Covid -19 Lockdown. Taking up the...,Extremely Positive,Delivering Food to Zimbabwean during covid Lockdown. Taking up challenge from to use wisely! Shop via APP or WEB. FREE Delivery to EVERYWHERE in Zimbabwe. Convenience at LOW Visit http for Secure
29078,74030,"Washington, DC",31-03-2020,[RD] Fraud has a ton of consumer resources on preventing during the pandemic Let s ke...,Extremely Positive,Fraud has ton of consumer on preventing during the pandemic Let s keep each other safe by sharing knowledge Please share
22269,67221,,23-03-2020,"[RD] The #Coronavirus brings an increase in:

Home working
Self isolation
Vid...",Extremely Positive,"The #covid brings an increase in: Home working isolation Video conferencing Online gaming Online shopping So, #telecoms & #internet uptime more important as we keep in touch with family, friends & loved ones, colleagues clients. #keepconnected http"
20817,65769,"Toronto, Canada",23-03-2020,[RD] Some good insight into how consumers are feeling these days as per the @forreste...,Extremely Positive,Some good insight into how are feeling per @user Consumer Energy Index. http #covid #marketing
4935,49887,"London, UK",17-03-2020,[RD] Anyone under 70 and in good health who has booked a supermarket delivery but cou...,Extremely Positive,Anyone under 70 and in good health who has a supermarket delivery but could go the supermarket themselves should relinquish it now for those in need #covid
7852,52804,"Brandon, Florida",18-03-2020,"[RD] Repost from discgolfcenter 

Due to the Covid-19 spread, we are limiting our...",Extremely Positive,"Repost discgolfcenter Due to covid spread, we are limiting our retail store to less than 10 people, including employees until further notice. We do offer Store Pick up, as well our ShippingÂ http"
41519,86471,"Los Angeles, CA",10-04-2020,"[RD] @jtoomim @LukeDashjr @realDonaldTrump If you do for profit, 2 ideas: 1) 1:1 cons...",Extremely Positive,"@user @user If you do for 2 ideas: 1:1 consumer buy 1, donate to hcw, 2) consumer buy 1, save to hcw fund. say nurse dies covid or on the job illness, you the saved $$$ to family or orphaned child."
43021,87973,"?? ??????, ????",12-04-2020,"[RD] @msisodia 
Sir only your govt has given benefit to middle class by not increas...",Extremely Positive,"@user Sir only your has given benefit to middle class by not increasing water , elect bill school fees. Once request you to ask schools to demand extra charges in school fees like food , safety transport in covid situation"
25013,69965,"Stockbridge, MA",25-03-2020,[RD] Health care workers were applauded and handed bouquets of flowers during a trip ...,Extremely Positive,Health care workers were applauded handed bouquets of flowers during a trip to grocery store in Belfast Northern Ireland
30389,75341,,02-04-2020,"[RD] @MrKRudd Thank you Kevin.

Wear a mask to protect others !

Transmission...",Extremely Positive,"@user Thank you a mask to others ! Transmission of #covid WILL be reduced in public places such as takeaways, hairdressers etc if everyone wears a mask (if you one). Especially important for s"
23144,68096,Staffordshire,24-03-2020,"[RD] Government; *lockdown*
Public; *demand 3 months free council tax/free food/som...",Extremely Positive,"Government; *lockdown* Public; 3 months free council tax/free food/someone to wipe arse/live rent supply of scratchcards, AND fuck you, I'm going a walk/fishing/golf/shopping* Methinks you're not taking this people. #covid"
28636,73588,"Los Angeles, CA",27-03-2020,[RD] #Work #Labor #Pandemic #Coronavirus #COVID?19 --&gt; Workers Are More Valuable T...,Extremely Positive,#Work #Pandemic #COVID?19 --> Workers Are Valuable CEOs http
25738,70690,Texas,25-03-2020,[RD] While everyone is practicing safe distancing to protect our fellow humans from C...,Extremely Positive,While everyone is practicing safe distancing protect our fellow humans from covid YOU can make a difference when shopping Simply shop at http and AmazonSmile donates 0.5% of your order total to Project of Texas. Thank http
41316,86268,Campbell River,10-04-2020,[RD] Let's be honest: #SocialDistancing sucks. Making it suck a little less? #OnlineS...,Extremely Positive,"be honest: sucks. Making it suck a little less? #OnlineShopping! out Quinsam's eStore an awesome selection of latest cases, wearable tech and more at the best prices around! http"
32602,77554,,05-04-2020,[RD] Yield Growth BOSS BOSQF Submits Second Formula to for Approval...,Extremely Positive,Yield Growth BOSQF Submits Formula to for Approval
8398,53350,,18-03-2020,[RD] @realDonaldTrump HereÂs what you had to say on the #coronavirus  itÂs name is ...,Extremely Positive,@user what you had say on the #covid name is #Corvid19 ÂNOT CHINESE VIRUSÂitÂs Good for the Consumer ! You backtracking slime Ball Tour like 5 year old Donald J. Trump on @realDonaldTrump 9 Mar G
11341,56293,Mississippi Gulf Coast,19-03-2020,"[RD] #Coronavirus is affecting people's pocketbooks, too. So reports the government m...",Extremely Positive,"#covid is affecting people's pocketbooks, So reports the government soon money everyone is good news - unless scammers your money before you ever get a government check. The @user wants you know a really important things. http http"
36830,81782,"Sweet Carolina, USA",07-04-2020,[RD] Why I Love FARMASi's products! Super Affordable prices! Luxurious quality! Get  ...,Extremely Positive,Why I Love FARMASi's products! Super Affordable prices! Luxurious quality! Get your essentials for self care delivered to your door. Can't stop you from getting your family's needs. Order today! http
7486,52438,"Los Angeles, CA",18-03-2020,[RD] Brad Paisley is doing his part to help the community during the coronavirus outb...,Extremely Positive,Paisley is doing his part to help the community during the covid outbreak. The country singer and his Kimberly Williams-Paisley a free grocery store in Nashville called The Store -- that is now delivering goods to the elderly. http
38209,83161,Wisconsin,08-04-2020,[RD] My company is taking pretty good care of us and protecting us from the #Coronavi...,Extremely Positive,company is taking pretty good of us and protecting us from #covid. They are us a hazard bonus and disability if we get sick. And they are scrubbing everything down giving us Only thing is facemasks but that's universal.
36233,81185,"Reading, UK",07-04-2020,[RD] How much will #coronavirus impact consumer behaviour? This interesting report fr...,Extremely Positive,How much will #covid impact consumer This interesting report from @user shows us that it's definitely time for brands to invest in their digital presence. #Marketing http
43056,88008,"12, Tughlak Lane, New Delhi",12-04-2020,[RD] The massive economic slowdown has weakened many Indian corporates making them at...,Extremely Negative,The economic slowdown has weakened many Indian corporates them attractive targets not allow foreign to take control any Indian corporate at time crisis.
23737,68689,"Dallas, TX",24-03-2020,"[RD] Coronavirus market focus: potatoes  
Trying to find potatoes at supermarket is...",Extremely Negative,covid market focus: potatoes Trying to find potatoes at supermarket as tough as toilet but moving fast & during early days of lockdown w/the covid outbreak. https://t.co/fR2w8ziMxz #EcoGarden #ParryAmerica #OrganicPesticides
9354,54306,Arizona,19-03-2020,"[RD] Cons want to focus on saving corps &amp; businesses, Dems want the focus on savi...",Extremely Negative,"Cons focus on corps & Dems want the focus saving people & Now tell you're talking corporate welfare paid for by stealing how can Corps without a healthy, financially sound consumer #covid #MAGA"
16897,61849,,21-03-2020,[RD] Queuing up to get in to a supermarket at 05:45 for my weekly shop is the saddest...,Extremely Negative,Queuing get in to supermarket at 05:45 for my weekly is the thing IÂve done. #SignOfTheTines #WorldGoneMad #BeKindToEachOther
6576,51528,??,18-03-2020,[RD] Hoarding Please STOP You don t need to stock up on food or household items There...,Extremely Negative,Hoarding Please STOP You don t need to stock up food or household items There no shortage if takes only what they need Shelves are temporarily empty because customers are buying faster than trucks can deliver the products 19
39373,84325,London,09-04-2020,[RD] Retailers have an opportunity to balance out the surplus of steaks and roasts ca...,Extremely Negative,Retailers have an opportunity balance out the surplus of steaks and roasts caused by the recent panic buying @user are calling on shops to promote these cuts for the Easter weekend to problem panic buying has caused https://t.co/3tgYJvSLW0
44848,89800,"Manhattan, NY",14-04-2020,"[RD] As we come out of the COVID-19 crisis, will consumer businesses need to strategi...",Extremely Negative,"As come out of the covid crisis, will consumer businesses need to strategically plan for temporary economic shutdowns akin what the banking industry experienced with stress tests post-2008?"
34692,79644,Philippines,06-04-2020,[RD] People in expected higher inflation for goods amp services in the wake of the To...,Extremely Negative,People in expected higher inflation for goods amp the wake the earthquake in March 2011 they expect lower in response to the shock analysis compares consumption amp price responses to big shock
11696,56648,"London, England",19-03-2020,"[RD] Things to be aware of with coronavirus ?:
? Cough and sneeze into tissues
? ...",Extremely Negative,Things aware with covid ?: Cough and into tissues ? Wash your hands for 20s using soap and hot water ? Phishing attacks & scams #stayprivate #covid #phishing #scams #covid http http
20300,65252,"Berlin, Deutschland",22-03-2020,[RD] A couple of weeks ago I thought that #cats the #movie would be the worst thing t...,Extremely Negative,of ago I thought that #cats the be the worst thing that happened in 2020. I wrong #DonaldTrump #SARSCoV2 #toiletpaper #panicbuyers #stupidpeople
11386,56338,"Texas, USA",19-03-2020,[RD] The hunger kills 8000 children a day and we worry about no toilet rolls and past...,Extremely Negative,The hunger kills 8000 children day and we worry about no toilet and pasta in the supermarket
9158,54110,,18-03-2020,"[RD] @ReutersBiz as precaution, lower price bids for brent crude to $20 and below. wa...",Extremely Negative,"@user as precaution, lower price bids for brent to $20 and below. wait for prices #crude #OOTT #covid #covid #china"
14334,59286,"In A Galaxy Far, Far Away...",20-03-2020,[RD] What do they expect ppl to do? Die? I lost my job and savings. No money to stock...,Extremely Negative,What do expect to do? Die? I my and No money to stock up on food. #covid
11159,56111,"Benedenstad, Gorinchem",19-03-2020,"[RD] Zo kan het ook. Die Denen zijn zo gek nogniet. 

A supermarket in Denmark go...",Extremely Negative,"Zo kan het ook. Die Denen zo gek nogniet. A supermarket in Denmark got tired people hoarding hand sanitizer, so came up their own way stopping 1 bottle kr40 (Â5.50) 2 bottles each bottle. Hoarding stopped!#covid #covid #Hoarding"
22617,67569,,23-03-2020,[RD] @itvnews Why has @Chrisitv just given petrol stations a plug by telling us fuel ...,Extremely Negative,@user Why has @user just given petrol stations a telling us fuel prices are You will just start a panic on fuel and the next thing - fuel shortages #covid
6853,51805,United Kingdom,18-03-2020,[RD] This is @sainsburys. I came to do another shop after work for vulnerable people ...,Extremely Negative,This is @user I came do another shop after for vulnerable people in isolation on my patch. This isnÂt fault. This down to selfish people who are #panicbuying. Volunteers the ground canÂt help the most vulnerable. ? #covid #covid http
22617,67569,,23-03-2020,[RD] @itvnews Why has @Chrisitv just given petrol stations a plug by telling us fuel ...,Extremely Negative,@user Why @user just given petrol stations a plug by telling us fuel prices are falling. You will just start a panic on fuel and the - fuel shortages
12396,57348,,20-03-2020,[RD] prices remain volatile after a dramatic rebound from multi year lows but stay be...,Extremely Negative,prices remain volatile after a dramatic rebound from year lows but stay below 30 a barrel on fears the deadly the world into recession with an oversupply
41502,86454,,10-04-2020,[RD] If I die in a car accident because I was applying hand sanitizer would that be r...,Extremely Negative,If I die in a car because I was hand sanitizer would that be a #covid death? No reason. just wondering
10350,55302,Global,19-03-2020,[RD] #GAS - The #coronavirus sell-off dragged European gas prices further down on Wed...,Extremely Negative,- The #covid sell-off dragged European gas prices further down Wednesday on the back of a collapse in prices to a 16-year low a fall in EUA prices to 21-month low. http
43061,88013,,12-04-2020,[RD] So there's no cure for a virus that can be killed by sanitizer and soap ? #coron...,Extremely Negative,So there's no cure for a virus that can be killed by sanitizer and soap #covid #CoronaVirusUpdate http
15390,60342,"Heavener, OK",20-03-2020,"[RD] @moshjahan This is UK,Brits eat like pigs ,u should come and see during Christma...",Extremely Negative,"@user This is eat like pigs ,u come and during Christmas worse is they waste most of those food they buy,no appreciation ,selfish race!,no wonder why obesity and alcoholicism is problem ,#StopPanicBuying ,#coronavir"
34540,79492,"Kansas City, MO",06-04-2020,"[RD] During these uncertain times, it's important to listen to what people are saying...",Extremely Negative,"During these times, it's important to listen to what people are saying. Here's how consumers are talking about the covid crisis and how it compares to the news: http #covid #socialmedia #branding #Analytics http"
19676,64628,"Llanidloes, Wales",22-03-2020,"[RD] Supermarket staff are being exposed to a virtually constant aerosol suspension, ...",Extremely Negative,"Supermarket staff are being exposed to a virtually constant aerosol suspension, a significant viral load of covid attached. This is wrong There is no need to maintain food market, in time of crisis such as this We need direct distribution We need minimize contagion http"
34806,79758,"Malacca, Malaysia",06-04-2020,[RD] Stupid as fuck We got things to do and economy to run most business are being sh...,Extremely Negative,Stupid as fuck We got things to and economy to run most business are being shut and people are not spending on supermarket our couriers especially JnT express are overload Please cooperate for us eventually at the end of the day
12166,57118,"Saint Helens, England",19-03-2020,"[RD] Herd immunity can't work with a herd mentality. Stop being selfish, look out for...",Extremely Negative,"Herd can't work with a mentality. being selfish, look out for each other and filter fake #StopPanicBuying #StopCoronaVirus #covid19UK"
8023,52975,"Hervey Bay, Queensland",18-03-2020,"[RD] @australiapost probably a silly question, but with International flights banned ...",Extremely Negative,"@user probably a silly question, but with International flights banned from 30th Mar, how does international Mail come into Australia? Letters/packages family overseas, packages ordered from overseas online shopping, how do they get in? @user"
42453,87405,"Johannesburg, South Africa",12-04-2020,[RD] .@MTNza under #Covid_19 #StayAtHome #LockdownSA how are you still stealing peopl...,Extremely Negative,".@MTNza under #StayAtHome #LockdownSA how are you still stealing #data with your ridiculous expiry dates! #DataMustFall with your highway robbery prices, and now you're expiring data? #CustomerExperience sucks"
16474,61426,Switzerland,21-03-2020,"[RD] Hmm. Gas prices are low, which is great when I use a car.  But with lockdown I d...",Extremely Negative,"Hmm. Gas prices are low, which is great I use a car. But I donÂt need a car. Did oil price war players work this one out? #covid"
6395,51347,"Slough, England ",17-03-2020,"[RD] Horrible, greedy, inhumane and absolute bastards the people who are jacking up p...",Extremely Negative,"Horrible, greedy, inhumane absolute bastards the people who are jacking up prices for loo rolls & essential cleaning materials ! This sort of profit will never settle ! KarmaÂs a bitch ! #covid #covid #Vultures"
14839,59791,People's Republic of China,20-03-2020,[RD] Posting photos of empty shelves in d supermarket with a caption abt panic buying...,Extremely Negative,"Posting photos of empty shelves in d supermarket with a caption abt panic buying, fuels more panic stop doing it! Things r going to be tough, we social media to make each laugh, not panic! IÂll start, enjoy meme: #covid #covid http"
17246,62198,"Los Angeles, CA",21-03-2020,[RD] Are you on the frontlines fighting #coronavirus #Covid_19  in the US (healthcare...,Extremely Negative,"you on the frontlines #covid #covid in the US (healthcare, first responder, grocery store employee, or related Therapists are offering discount sessions to help with your anxiety, depression, fear stress https://t.co/1bhXepeRmG"
17622,62574,"Douglas, Isle of Man",21-03-2020,"[RD] As eateries, pubs and shops close, the fear will intensify and panic buying for ...",Extremely Negative,"As pubs and shops close, the will intensify panic buying for food will get much worse. After a few of new life, I fear will we may start to see behaviour, riots and looting. future does not look bright ?. #covid"
4307,49259,,16-03-2020,"[RD] If you're a healthy person not showing any symptoms of Covid-19, and you're comp...",Extremely Negative,"If you're a healthy person not showing any symptoms of covid, and about not having a test to you, you're just as bad as a panic buyer food supplies. test available for 327 people this soon isn't possible anywhere."
38135,83087,"Ellicott City, MD",08-04-2020,[RD] Stay alert during this COVID-19 public health crisis. The following infographic ...,Extremely Negative,"Stay alert during this covid public health crisis. The following infographic lists pertinent from the Howard County Office Consumer Protection regarding price gouging, scams and other fraudulent activity. http"
28103,73055,USA,26-03-2020,"[RD] WTF is wrong with some people?!
https://t.co/0bnDtL8GOz
@RealJamesWoods @Bob...",Extremely Negative,WTF is with some people! @user #covid
